,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
comptabiliser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃tabiliz']
compter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃t']
compulser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃pyls']
concasser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃kas']
concentrer,['ɔ̃'],['ɔ̃'],[''],"['i', 'jɔ̃']",['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],"['i', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['i', 'je']",[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],"['i', 'je']",['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃sɑ̃tʁ']
conceptualiser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃sɛptɥaliz']
concerner,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃sɛʁn']
concerter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃sɛʁt']
concevoir,"['əv', 'ɔ̃']","['əv', 'ɔ̃']",['wa'],"['əv', 'jɔ̃']","['əv', 'ʁE']",['wav'],['yt'],['y'],"['ys', 'je']",['əvʁije'],"['əv', 'ʁE']",['ys'],"['əvʁ', 'ɔ̃']",['əvʁa'],['ys'],['wav'],['y'],['wa'],"['əv', 'jɔ̃']",['y'],"['əv', 'E']","['əv', 'E']","['y', 'ʁ']",['wav'],['wa'],"['əv', 'E']",['y'],"['əvʁ', 'ɔ̃']","['əv', 'ʁE']","['əv', 'ʁe']",['əvʁa'],"['əv', 'je']",['wa'],"['əv', 'E']",['əvwaʁ'],['y'],['y'],['əvʁijɔ̃'],['ysjɔ̃'],"['əv', 'ʁE']","['əv', 'e']",['ym'],"['əv', 'e']","['əv', 'je']",['y'],['əvɑ̃'],['y'],['ys'],"['əv', 'ʁE']",['wav'],['wav'],['kɔ̃s']
conchier,['jɔ̃'],['jɔ̃'],['i'],['jɔ̃'],"['iʁ', 'E']",['i'],['jat'],['ja'],"['jas', 'je']",['iʁje'],"['iʁ', 'E']",['jas'],"['iʁ', 'ɔ̃']","['iʁ', 'a']",['jas'],['i'],['ja'],['i'],['jɔ̃'],['jE'],['jE'],['jE'],['jEʁ'],['i'],['i'],['jE'],['ja'],"['iʁ', 'ɔ̃']","['iʁ', 'E']","['iʁ', 'e']","['iʁ', 'a']",['je'],['i'],['jE'],['je'],['je'],['je'],['iʁjɔ̃'],"['jas', 'jɔ̃']","['iʁ', 'E']",['je'],['jam'],['je'],['je'],['je'],['jɑ̃'],['je'],['jas'],"['iʁ', 'E']",['i'],['i'],['kɔ̃ʃ']
concilier,['jɔ̃'],['jɔ̃'],['i'],['jɔ̃'],"['iʁ', 'E']",['i'],['jat'],['ja'],"['jas', 'je']",['iʁje'],"['iʁ', 'E']",['jas'],"['iʁ', 'ɔ̃']","['iʁ', 'a']",['jas'],['i'],['ja'],['i'],['jɔ̃'],['jE'],['jE'],['jE'],['jEʁ'],['i'],['i'],['jE'],['ja'],"['iʁ', 'ɔ̃']","['iʁ', 'E']","['iʁ', 'e']","['iʁ', 'a']",['je'],['i'],['jE'],['je'],['je'],['je'],['iʁjɔ̃'],"['jas', 'jɔ̃']","['iʁ', 'E']",['je'],['jam'],['je'],['je'],['je'],['jɑ̃'],['je'],['jas'],"['iʁ', 'E']",['i'],['i'],['kɔ̃sil']
conclure,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['ʁE'],[''],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],[''],[''],[''],['jɔ̃'],[''],['E'],['E'],['ʁ'],[''],[''],['E'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['je'],[''],['E'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],['e'],['m'],['e'],['je'],[''],['ɑ̃'],[''],['s'],['ʁE'],[''],[''],['kɔ̃kly']
concocter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃kɔkt']
concorder,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃kɔʁd']
concourir,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['ʁE'],[''],['yt'],['y'],['ysje'],['ʁje'],['ʁE'],['ys'],"['ʁ', 'ɔ̃']",['ʁa'],['ys'],[''],['y'],[''],['jɔ̃'],['y'],['E'],['E'],['yʁ'],[''],[''],['E'],['y'],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['je'],[''],['E'],['iʁ'],['y'],['y'],['ʁjɔ̃'],['ysjɔ̃'],['ʁE'],['e'],['ym'],['e'],['je'],['y'],['ɑ̃'],['y'],['ys'],['ʁE'],[''],[''],['kɔ̃kuʁ']
concrétiser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃kʁEtiz']
concurrencer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃kyʁɑ̃s']
concéder,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['kɔ̃s', 'd']"
condamner,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃dan']
condenser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃dɑ̃s']
condescendre,"['d', 'ɔ̃']","['d', 'ɔ̃']",[''],"['d', 'jɔ̃']",['dʁE'],['d'],"['d', 'it']","['d', 'i']","['d', 'isje']","['dʁi', 'je']",['dʁE'],"['d', 'is']","['dʁ', 'ɔ̃']",['dʁa'],"['d', 'is']",['d'],"['d', 'i']",[''],"['d', 'jɔ̃']","['d', 'i']","['d', 'E']","['d', 'E']","['d', 'iʁ']",['d'],[''],"['d', 'E']","['d', 'i']","['dʁ', 'ɔ̃']",['dʁE'],['dʁe'],['dʁa'],"['d', 'je']",[''],"['d', 'E']",['dʁ'],['d'],['d'],"['dʁi', 'jɔ̃']","['d', 'isjɔ̃']",['dʁE'],"['d', 'e']","['d', 'im']","['d', 'e']","['d', 'je']",['d'],['dɑ̃'],['d'],"['d', 'is']",['dʁE'],['d'],['d'],"['kɔ̃dEsɑ̃', 'y']"
conditionner,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['kɔ̃disj', 'n']"
conduire,"['z', 'ɔ̃']","['z', 'ɔ̃']",[''],"['z', 'jɔ̃']",['ʁE'],['z'],['zit'],['zi'],['zisje'],['ʁje'],['ʁE'],['zis'],"['ʁ', 'ɔ̃']",['ʁa'],['zis'],['z'],['zi'],[''],"['z', 'jɔ̃']",['zi'],"['z', 'E']","['z', 'E']",['ziʁ'],['z'],[''],"['z', 'E']",['zi'],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],"['z', 'je']",[''],"['z', 'E']",['ʁ'],[''],[''],['ʁjɔ̃'],['zisjɔ̃'],['ʁE'],"['z', 'e']",['zim'],"['z', 'e']","['z', 'je']",['t'],['zɑ̃'],['t'],['zis'],['ʁE'],['z'],['z'],['kɔ̃dɥi']
confectionner,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['kɔ̃fEksj', 'n']"
confesser,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['kɔ̃f', 's']"
confier,['jɔ̃'],['jɔ̃'],['i'],['jɔ̃'],"['iʁ', 'E']",['i'],['jat'],['ja'],"['jas', 'je']",['iʁje'],"['iʁ', 'E']",['jas'],"['iʁ', 'ɔ̃']","['iʁ', 'a']",['jas'],['i'],['ja'],['i'],['jɔ̃'],['jE'],['jE'],['jE'],['jEʁ'],['i'],['i'],['jE'],['ja'],"['iʁ', 'ɔ̃']","['iʁ', 'E']","['iʁ', 'e']","['iʁ', 'a']",['je'],['i'],['jE'],['je'],['je'],['je'],['iʁjɔ̃'],"['jas', 'jɔ̃']","['iʁ', 'E']",['je'],['jam'],['je'],['je'],['je'],['jɑ̃'],['je'],['jas'],"['iʁ', 'E']",['i'],['i'],['kɔ̃f']
configurer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃figyʁ']
confiner,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃fin']
confire,"['z', 'ɔ̃']","['z', 'ɔ̃']",[''],['zjɔ̃'],['ʁE'],['z'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['z'],[''],[''],['zjɔ̃'],[''],['zE'],['zE'],['ʁ'],['z'],[''],['zE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['zje'],[''],['zE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['z', 'e']",['m'],"['z', 'e']",['zje'],['t'],['zɑ̃'],['t'],['s'],['ʁE'],['z'],['z'],['kɔ̃fi']
confirmer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃fiʁm']
confisquer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃fisk']
confluer,['ɥɔ̃'],['ɥɔ̃'],['y'],"['y', 'jɔ̃']","['y', 'ʁE']",['y'],['ɥat'],['ɥa'],['ɥasje'],"['y', 'ʁje']","['y', 'ʁE']",['ɥas'],"['y', 'ʁ', 'ɔ̃']","['y', 'ʁa']",['ɥas'],['y'],['ɥa'],['y'],"['y', 'jɔ̃']","['ɥ', 'E']","['ɥ', 'E']","['ɥ', 'E']",['ɥEʁ'],['y'],['y'],"['ɥ', 'E']",['ɥa'],"['y', 'ʁ', 'ɔ̃']","['y', 'ʁE']","['y', 'ʁ', 'e']","['y', 'ʁa']","['y', 'je']",['y'],"['ɥ', 'E']","['ɥ', 'e']","['ɥ', 'e']","['ɥ', 'e']","['y', 'ʁjɔ̃']",['ɥasjɔ̃'],"['y', 'ʁE']","['ɥ', 'e']",['ɥam'],"['ɥ', 'e']","['y', 'je']","['ɥ', 'e']",['ɥɑ̃'],"['ɥ', 'e']",['ɥas'],"['y', 'ʁE']",['y'],['y'],['kɔ̃fl']
confondre,"['d', 'ɔ̃']","['d', 'ɔ̃']",[''],"['d', 'jɔ̃']",['dʁE'],['d'],"['d', 'it']","['d', 'i']","['d', 'isje']","['dʁi', 'je']",['dʁE'],"['d', 'is']","['dʁ', 'ɔ̃']",['dʁa'],"['d', 'is']",['d'],"['d', 'i']",[''],"['d', 'jɔ̃']","['d', 'i']","['d', 'E']","['d', 'E']","['d', 'iʁ']",['d'],[''],"['d', 'E']","['d', 'i']","['dʁ', 'ɔ̃']",['dʁE'],['dʁe'],['dʁa'],"['d', 'je']",[''],"['d', 'E']",['dʁ'],['d'],['d'],"['dʁi', 'jɔ̃']","['d', 'isjɔ̃']",['dʁE'],"['d', 'e']","['d', 'im']","['d', 'e']","['d', 'je']",['d'],['dɑ̃'],['d'],"['d', 'is']",['dʁE'],['d'],['d'],"['kɔ̃fɔ̃', 'y']"
conformer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃fɔʁm']
conforter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃fɔʁt']
confronter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['kɔ̃fʁɔ̃t']
